Coin^^uri,nmo:hasFindspot^^uri,nmo:hasMaterial^^uri**Ma,nmo:hasMint^^uri**Mi,nmo:hasDenomination^^uri**De,nmo:hasMintMark,nmo:hasCountermark,nmo:hasWeight**We,nmo:hasMinDiameter**DMi,nmo:hasMaxDiameter**DMa,nmo:hasDie^^blank**Di,Di__nmo:hasAxis,nmo:hasObverse^^blank**Ob,nmo:hasReverse^^blank**Re,Ob__rdfs:comment,Re__rdfs:comment,Ob__nmo:hasWear**WF,Re__nmo:hasWear**WB,Ob__nmo:hasCorrosion**CF,Re__nmo:hasCorrosion**CB,Ob__nmo:hasLegend,Re__nmo:hasLegend,Ma__hasCertainty^^certainty,Mi__hasCertainty^^certainty,De__hasCertainty^^certainty,We__hasCertainty^^certainty,DMi__hasCertainty^^certainty,DMa__hasCertainty^^certainty,Di__hasCertainty^^certainty,WF__hasCertainty^^certainty,WB__hasCertainty^^certainty,CF__hasCertainty^^certainty,CB__hasCertainty^^certainty
afe:2914,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2915,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2916,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2917,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2918,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2919,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2920,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2921,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2922,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2923,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2924,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2925,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2926,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2927,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2928,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2929,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2930,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2931,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2932,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2933,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2934,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2935,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2936,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2937,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2938,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2939,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2940,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2941,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2942,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2943,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2944,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2945,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2946,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2947,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2948,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2949,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2950,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2951,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2952,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2953,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2954,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2955,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2956,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2957,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2958,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2959,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2960,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2961,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2962,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2963,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2964,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2965,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2966,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2967,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2968,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2969,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2970,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2971,,nm:ar,nm:rome,nm:denarius,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2972,,nm:ar,,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2973,,nm:ar,,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2974,,nm:ar,nm:rome,nm:denarius,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2975,,nm:ar,,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2976,,nm:ar,,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2977,,nm:ar,,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2978,,nm:ar,,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2979,,nm:ar,,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2980,,nm:ar,,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2981,,nm:ar,,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2982,,nm:ar,nm:rome,nm:denarius,,,2.29,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2983,,nm:ar,nm:rome,nm:denarius,,,2.65,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2984,,nm:ar,nm:rome,nm:denarius,,,2.65,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2985,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2986,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2987,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2988,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2989,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2990,,nm:ar,,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2991,,nm:ar,,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2992,,nm:ar,,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2993,,nm:ar,,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2994,,nm:ar,,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2995,,nm:ar,,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2996,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2997,,nm:ar,,nm:denarius,,,,,,,,1,1,,Stern mit acht Strahlen| CAEVS JVLIVS,,,,,,,,,,,,,,,,,
afe:2998,,nm:ar,nm:lugdunum,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:2999,,nm:ar,nm:lugdunum,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3000,,nm:ar,nm:lugdunum,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3001,,nm:ar,,nm:denarius; nm:quinarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3002,,nm:ar,,nm:denarius; nm:quinarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3003,,nm:ae,nm:rome,nm:as,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3004,,nm:ae,nm:lugdunum,nm:as,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3005,,nm:ae,nm:lugdunum,nm:as,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3006,,nm:ar,nm:rome,nm:denarius,,,3.21,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3008,,nm:ar,,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3009,,nm:ar,,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3010,,nm:ar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3011,,nm:ar,nm:rome,nm:denarius,,,3.48,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3012,,nm:ar,nm:rome,nm:denarius,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3013,,nm:ar,nm:rome,nm:denarius,,,3.28,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3014,,nm:ar,nm:rome,nm:denarius,,,3.21,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3015,,nm:ar,nm:rome,nm:denarius,,,2.68,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3016,,nm:ar,nm:rome,nm:denarius,,,2.61,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3017,,nm:ar,,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3018,,nm:ar,nm:rome,nm:antoninianus,,,3.01,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3019,,nm:ar,nm:rome,nm:denarius,,,1.72,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3020,,nm:ar,nm:rome,nm:antoninianus,,,2.38,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3024,,nm:ar,nm:rome,nm:denarius,,,3.03,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3025,,nm:ar,nm:rome,nm:denarius,,,2.49,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3026,,nm:ar,nm:rome,nm:denarius,,,3.15,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3027,,nm:ar,nm:rome,nm:denarius,,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3028,,nm:ar,nm:rome,nm:denarius,,,3.55,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3029,,nm:ar,nm:rome,nm:denarius,,,3.45,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3030,,nm:ar,nm:rome,nm:denarius,,,2.99,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3031,,nm:ar,nm:rome,nm:denarius,,,3.44,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3032,,nm:ar,nm:rome,nm:denarius,,,3.11,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3033,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3034,,nm:ar,nm:rome,nm:denarius,,,2.69,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3035,,nm:ar,nm:rome,nm:denarius,,,3.11,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3036,,nm:ar,nm:rome,nm:denarius,,,3.15,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3037,,nm:ar,nm:rome,nm:denarius,,,3.13,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3038,,nm:ar,nm:rome,nm:denarius,,,3.35,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3039,,nm:ar,nm:rome,nm:denarius,,,2.98,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3040,,nm:ar,nm:rome,nm:denarius,,,3.34,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3041,,nm:ar,nm:rome,nm:denarius,,,2.94,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3042,,nm:ar,nm:rome,nm:denarius,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3043,,nm:ar,nm:rome,nm:denarius,,,3.03,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3044,,nm:ar,nm:rome,nm:denarius,,,2.88,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3045,,nm:ar,nm:rome,nm:denarius,,,3.19,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3046,,nm:ar,,nm:denarius,,,,,,,,,,,,,,,,,,,,0.22,,,,,,,,
afe:3047,,nm:ar,,nm:denarius,,,,,,,,,,,,,,,,,,,,0.12,,,,,,,,
afe:3048,,nm:ar,,nm:denarius,,,3.18,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3049,,nm:ar,,nm:denarius,,,3.17,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3050,,nm:ar,,nm:denarius,,,3.01,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3051,,nm:ar,,nm:denarius,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3052,,nm:ar,,nm:denarius,,,3.14,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3053,,nm:ar,,nm:denarius,,,3.22,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3054,,nm:ar,,nm:denarius,,,,,,,,1,1,,Pax,,,,,,,,,,,,,,,,,
afe:3055,,nm:ar,,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3056,,nm:ar,,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3068,,nm:ar,,nm:denarius,,,3.18,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3069,,nm:ar,,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3070,,nm:ar,,nm:denarius,,,3.13,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3071,,nm:ar,,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3074,,nm:ar,,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3075,,nm:ar,,nm:denarius,,,3.05,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3076,,nm:ar,,nm:denarius,,,3.13,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3077,,nm:ar,,nm:denarius,,,3.14,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3078,,nm:ar,,nm:denarius,,,,,,,,1,1,,Aequitas(?),,,,,,,,,,,,,,,,,
afe:3079,,nm:ar,,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3096,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3097,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3098,,nm:ar,,nm:denarius,,,3.13,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3099,,nm:ar,,nm:denarius,,,3.29,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3100,,nm:ar,,nm:denarius,,,3.31,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3101,,nm:ar,,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3102,,nm:ar,,nm:denarius,,,3.06,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3103,,nm:ar,,nm:denarius,,,3.23,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3104,,nm:ar,,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3117,,nm:ar,,nm:denarius,,,,,,,,1,1,TR POT VIIII,,,,,,,,,,,,,,,,,,
afe:3118,,nm:ar,,nm:denarius,,,,,,,,1,1,TR POT VIIII,,,,,,,,,,,,,,,,,,
afe:3119,,nm:ar,,nm:denarius,,,3.07,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3120,,nm:ar,,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3121,,nm:ar,,nm:denarius,,,2.96,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3122,,nm:ar,,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3124,,nm:ar,,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3125,,nm:ar,,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3126,,nm:ar,,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3127,,nm:ar,,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3128,,nm:ar,,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3129,,nm:ar,,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3130,,nm:ar,,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3131,,nm:ar,,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3132,,nm:ar,,nm:denarius,,,,,,,,,,,,,,,,,,0.78,,0.99,,,,,,,,
afe:3134,,nm:ar,nm:rome,nm:denarius,,,2.24,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3135,,nm:ar,nm:rome,nm:denarius,,,1.92,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3136,,nm:ar,,nm:denarius,,,1.53,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3137,,nm:ar,nm:rome,nm:denarius,,,1.52,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3138,,nm:ar,nm:rome,nm:denarius,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3139,,nm:ar,nm:rome,nm:denarius,,,2.1,,,,,1,1,,"sitzende weibliche Figur, l. Füllhorn, Umschrift ... COS II.",,,,,,,,,,,,,,,,,
afe:3140,,nm:ar,,nm:denarius,,,1.77,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3146,,nm:ar,nm:rome,nm:denarius,,,2.84,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3147,,nm:ar,nm:rome,nm:denarius,,,2.86,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3148,,nm:ar,nm:rome,nm:denarius,,,3.05,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3149,,nm:ar,nm:rome,nm:denarius,,,3.245,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3150,,nm:ar,nm:rome,nm:denarius,,,2.96,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3151,,nm:ar,nm:rome,nm:denarius,,,3.205,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3152,,nm:ar,nm:rome,nm:denarius,,,2.235,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3153,,nm:ar,,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3155,,nm:ar,nm:rome,nm:denarius,,,2.98,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3156,,nm:ar,nm:rome,nm:denarius,,,2.59,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3157,,nm:ar,nm:rome,nm:denarius,,,2.89,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3158,,nm:ar,nm:rome,nm:denarius,,,3.23,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3159,,nm:ar,nm:rome,nm:denarius,,,3.07,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3160,,nm:ar,nm:rome,nm:denarius,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3161,,nm:ar,nm:rome,nm:denarius,,,3.42,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3162,,nm:ar,nm:rome,nm:denarius,,,3.31,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3163,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3164,,nm:ar,nm:rome,nm:denarius,,,3.45,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3165,,nm:ar,nm:rome,nm:denarius,,,3.18,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3166,,nm:ar,nm:rome,nm:denarius,,,3.27,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3167,,nm:ar,nm:rome,nm:denarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3168,,nm:ar,nm:rome,nm:denarius,,,3.49,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3169,,nm:ar,nm:rome,nm:denarius,,,3.33,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3170,,nm:ar,nm:rome,nm:denarius,,,3.18,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3171,,nm:ar,nm:rome,nm:denarius,,,3.05,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3172,,nm:ar,nm:rome,nm:denarius,,,3.29,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3173,,nm:ar,nm:rome,nm:denarius,,,2.98,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3174,,nm:ar,nm:rome,nm:denarius,,,3.36,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3175,,nm:ar,nm:rome,nm:denarius,,,2.97,,,,,1,1,IMP TRAIANO AVG GER DAC P M TR P COS V P P ,,,,,,,,,,,,,,,,,,
afe:3176,,nm:ar,nm:rome,nm:denarius,,,3.32,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3177,,nm:ar,nm:rome,nm:denarius,,,3.27,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3178,,nm:ar,nm:rome,nm:denarius,,,3.31,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3179,,nm:ar,nm:rome,nm:denarius,,,3.02,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3180,,nm:ar,nm:rome,nm:denarius,,,3.58,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3181,,nm:ar,nm:rome,nm:denarius,,,3.21,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3182,,nm:ar,nm:rome,nm:denarius,,,2.78,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3183,,nm:ar,nm:rome,nm:denarius,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3184,,nm:ar,nm:rome,nm:denarius,,,3.05,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3185,,nm:ar,nm:rome,nm:denarius,,,3.25,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3186,,nm:ar,nm:rome,nm:denarius,,,3.18,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3187,,nm:ar,nm:rome,nm:denarius,,,3.31,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3188,,nm:ar,nm:rome,nm:denarius,,,3.32,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3189,,nm:ar,nm:rome,nm:denarius,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3190,,nm:ar,nm:rome,nm:denarius,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3191,,nm:ar,nm:rome,nm:denarius,,,3.41,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3192,,nm:ar,nm:rome,nm:denarius,,,3.38,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3193,,nm:ar,nm:rome,nm:denarius,,,3.43,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3194,,nm:ar,nm:rome,nm:denarius,,,2.71,,,,,1,1,HADRIANVS AVGVSTVS. Barhäuptige Büste des Kaisers n. r.,"TR POT COS II CONCOR, Concordia sitzend mit Patera und Doppelfüllhorn.",,,,,,,,0.83,,,,,,,,,
afe:3195,,nm:ar,nm:rome,nm:denarius,,,3.23,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3196,,nm:ar,nm:rome,nm:denarius,,,3.37,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3197,,nm:ar,nm:rome,nm:denarius,,,3.57,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3198,,nm:ar,nm:rome,nm:denarius,,,3.64,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3199,,nm:ar,nm:rome,nm:denarius,,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3200,,nm:ar,nm:rome,nm:denarius,,,3.11,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3201,,nm:ar,nm:rome,nm:denarius,,,2.83,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3202,,nm:ar,nm:rome,nm:denarius,,,2.9,,,,,1,1,Buchstabe L,,,,,,,,,,,,,,,,,,
afe:3203,,nm:ar,nm:rome,nm:denarius,,,2.84,,,,,1,1,Punzen,,,,,,,,,,,,,,,,,,
afe:3204,,nm:ar,nm:rome,nm:denarius,,,3.39,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3205,,nm:ar,nm:rome,nm:denarius,,,3.18,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3206,,nm:ar,nm:rome,nm:denarius,,,3.51,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3207,,nm:ar,nm:rome,nm:denarius,,,2.42,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3208,,nm:ar,nm:rome,nm:denarius,,,3.29,,,,,,,,,,,,,,,,,,,,,,,,,
afe:3209,,nm:ar,nm:rome,nm:denarius,,,2.74,,,,,,,,,,,,,,,,,,,,,,,,,
